id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
19273,0.0030855911,0.0011053807,0.0009979502,0.011514172,0.05535179,0.5444838,0.38040176
19274,0.043517947,0.0010452813,0.0006615433,0.0003610367,0.02265151,0.5069232,0.40228346
19275,0.04021871,0.008448606,0.04063801,0.0010418152,0.014209722,0.4593252,0.31860164
19276,0.061421677,0.0349988,0.045796294,0.00052353286,0.31906196,0.26975036,0.393484
19277,0.0013057453,0.013178993,0.0011785215,0.000780825,0.014261696,0.3460895,0.68945175
19278,0.0746679,0.012025533,0.0012893971,0.00028879306,0.021841332,0.19667478,0.4495731
19279,0.10029566,0.0005277354,0.0027552997,0.0061494154,0.01182134,0.20345663,0.6309068
19280,0.07510264,0.057391815,0.01400659,0.00028843508,0.024023857,0.31984094,0.28188094
19281,0.0007805088,0.0010890425,0.91955227,0.0001734472,0.00058039924,0.0058381613,0.07990654
19282,0.09468124,0.0021791852,0.0010125132,0.00014934687,0.01055888,0.7091099,0.3296952
19283,0.0022929278,0.036475025,0.59598196,0.00054610235,0.002713079,0.030649206,0.32183167
19284,0.030079367,0.02338543,0.05532999,0.00045055777,0.10210256,0.22243322,0.42717317
19285,0.08592208,0.004444652,0.78292155,0.00016350523,0.0043621585,0.007817061,0.23792982
19286,0.101888664,0.004327192,0.32729924,0.00021371814,0.023253636,0.019463807,0.27818304
19287,0.10494846,0.0022685176,0.0017143639,0.00016041192,0.022489421,0.33511403,0.33715338
19288,0.009363898,0.003575716,0.0007848496,0.00032090102,0.0029685334,0.55555654,0.38390595
19289,0.0805715,0.00077888794,0.0013568876,0.0011710664,0.012993714,0.61794543,0.31206712
19290,0.15261684,0.0045448258,0.06592247,0.0018741586,0.17080903,0.2602634,0.40823612
19291,0.000400458,0.0013669546,0.9498839,0.00017859966,0.0005141206,0.0019499729,0.047265388
19292,0.12162223,0.022780906,0.013309484,0.0006560714,0.016127946,0.33706632,0.25344324
19293,0.0112366425,0.042084537,0.0028717332,0.0002655053,0.0091879405,0.1351256,0.6504485
19294,0.03314631,0.056103442,0.0007955052,0.0009854805,0.0049402914,0.3441818,0.5130582
19295,0.00075068086,0.026532987,0.0019217747,0.00018862635,0.014174218,0.57140785,0.4428772
19296,0.008758353,0.019460773,0.0011284219,0.00045123385,0.008648294,0.70502883,0.23755752
19297,0.058334652,0.0031551819,0.009337162,0.00014796355,0.01076528,0.21205446,0.7927376
19298,0.026152812,0.0074690375,0.024655174,0.00054879533,0.100010425,0.13689318,0.6144243
19299,0.059245747,0.06376272,0.003280821,0.000102482634,0.008638765,0.13254808,0.5583285
19300,0.0017785252,0.0009284388,0.90969455,0.00019776741,0.0007657165,0.0019583614,0.09054092
19301,0.000937207,0.0014311641,0.9279372,0.0001734472,0.0005841019,0.009722694,0.08604887
19302,0.006292779,0.001186619,0.0026593376,0.8317322,0.0068008583,0.008216475,0.15862782
19303,0.2952166,0.0012054042,0.0005130268,0.00036922708,0.005123316,0.073098555,0.6122486
19304,0.0005763425,0.00068862806,0.8538657,0.00020773766,0.00063363335,0.0017165288,0.15421237
19305,0.00044568526,0.0021962025,0.935965,0.00013692584,0.00042896793,0.0021871503,0.07425792
19306,0.0060488954,0.002175677,0.0020041752,0.8077928,0.008250026,0.013397141,0.21324526
19307,0.0040126136,0.0021247368,0.0025640628,0.00035781442,0.07179302,0.31897104,0.6655518
19308,0.0037322077,0.0648579,0.27988318,0.00052349945,0.018260017,0.2758952,0.44520336
19309,0.14322235,0.0013894645,0.0036869226,0.0002626379,0.0031826184,0.5116869,0.37146026
19310,0.01989606,0.017992819,0.08792241,0.068614386,0.068403184,0.2518981,0.3547048
19311,0.007827141,0.042547885,0.008896946,0.00016391359,0.24956594,0.29037088,0.48674035
19312,0.01463529,0.0018947086,0.6055247,0.00012776528,0.0024634067,0.029230753,0.40628144
19313,0.0020119643,0.025303606,0.04226418,0.00022971864,0.003311823,0.40757614,0.5360742
19314,0.0009313267,0.24264072,0.0038964197,0.00023058652,0.0047868663,0.3711486,0.4759983
19315,0.017385378,0.0013418269,0.00659798,0.86315036,0.009886146,0.011427062,0.117759734
19316,0.08904851,0.016956307,0.018702501,0.00026505408,0.026003791,0.44218418,0.24173988
19317,0.005246125,0.014402358,0.0023652778,0.010773315,0.006313512,0.08707389,0.8289794
19318,0.0025750813,0.006658935,0.00089330436,0.5779904,0.028478174,0.10318482,0.3091072
19319,0.00078940927,0.40923166,0.0037611625,0.008115346,0.009298585,0.1890409,0.35322973
19320,0.0007236121,0.0017565481,0.89856035,0.00013581937,0.00056426553,0.0025833948,0.115225166
19321,0.19653851,0.0022333995,0.0017193174,0.00079213106,0.08442659,0.41587707,0.35943878
19322,0.017776443,0.0021586162,0.0007357313,0.0010079368,0.024207538,0.42223385,0.3991559
19323,0.021357803,0.0030641742,0.0010537143,0.001199793,0.0092820125,0.5126949,0.42529133
19324,0.36871198,0.0012093212,0.00069294206,0.00018729974,0.0045558177,0.44997376,0.26390356
19325,0.017087,0.013446024,0.08962385,0.00021076585,0.02337635,0.2553921,0.53465647
19326,0.040742077,0.57307273,0.000836415,0.00021489203,0.004352252,0.2745388,0.22979456
19327,0.00684275,0.06166128,0.11508555,0.0032418794,0.05546472,0.15614396,0.48780584
19328,0.0023060015,0.018497644,0.23080933,0.0005501547,0.02195847,0.10816977,0.46667945
19329,0.00044829934,0.001598665,0.91019666,0.00016956526,0.00055256294,0.0030105296,0.087265655
19330,0.061484523,0.024255758,0.022785854,0.0004986932,0.025479257,0.36034146,0.33090279
19331,0.10588689,0.0030959535,0.037704937,0.00034508505,0.0223838,0.34011605,0.3788531
19332,0.20325786,0.0011358677,0.0020106693,0.00013948636,0.00851084,0.1736509,0.47785023
19333,0.3253661,0.040212907,0.0023709002,0.00027841612,0.044732463,0.14174455,0.33473673
19334,0.006850885,0.53292215,0.0011092193,0.001578135,0.00797821,0.17192593,0.30915362
19335,0.0028905375,0.74097425,0.001211096,0.00029138895,0.0050473795,0.12310825,0.28034294
19336,0.2026486,0.0053879092,0.0027375526,0.0007206309,0.019136755,0.1512352,0.43836698
19337,0.24665792,0.04545062,0.00072331977,0.0001826513,0.003448502,0.36380208,0.30961883
19338,0.27422303,0.2040126,0.0009031554,0.000244251,0.004355559,0.05845374,0.18466912
19339,0.02270558,0.0038890718,0.00072817877,0.0006335488,0.0021408072,0.5652977,0.34155166
19340,0.022858277,0.0011444042,0.0008023627,0.0016285017,0.01963833,0.5275213,0.5382818
19341,0.00064723566,0.0009187953,0.9091505,0.00014778391,0.0009823743,0.0016164437,0.09710007
19342,0.14504763,0.0071189646,0.0023910974,0.00044813383,0.22381644,0.2600137,0.46227244
19343,0.0011402457,0.014527904,0.12997276,0.00032234276,0.0062418776,0.515375,0.40640256
19344,0.16923636,0.04056832,0.022506671,0.0006707646,0.014413713,0.28963688,0.34097958
19345,0.0006293041,0.83058953,0.0013717618,0.00030356698,0.0017051047,0.07498036,0.2786146
19346,0.001485397,0.04400887,0.06982806,0.0016124026,0.01678505,0.2843698,0.49181113
19347,0.008427442,0.804738,0.0023826621,0.0001475665,0.00399903,0.10799076,0.22585791
19348,0.027640643,0.02991446,0.001966507,0.003605862,0.017603688,0.41918904,0.46427664
19349,0.06985481,0.0022653188,0.09926163,0.007338015,0.018557673,0.17756873,0.414045
19350,0.04142304,0.015877793,0.07053829,0.00045138982,0.017870266,0.16223854,0.55569714
19351,0.0041096914,0.0034913865,0.0035441567,0.00013475228,0.00570014,0.48994413,0.535119
19352,0.3767835,0.0014754322,0.0031193602,0.00012779816,0.0072132153,0.087120056,0.5805768
19353,0.08759882,0.108884856,0.004180586,0.0004214911,0.005955098,0.25069308,0.29970863
19354,0.015873143,0.010853156,0.0009821446,0.0015568311,0.035790484,0.57677495,0.27464846
19355,0.059548393,0.0038439403,0.0021138731,0.0007096021,0.010303355,0.3826091,0.5791788
19356,0.0003933723,0.0014884986,0.92607075,0.00014275654,0.00048299175,0.0019833813,0.05828529
19357,0.14308605,0.010985342,0.0023854102,0.0005211165,0.38978484,0.17589408,0.3718041
19358,0.0057728007,0.05522125,0.06784283,0.00042455824,0.015658217,0.25777125,0.48373258
19359,0.02794783,0.0035598709,0.11017506,0.016872171,0.052964155,0.27632582,0.32531947
19360,0.112775415,0.0010185465,0.0005621851,0.0036374845,0.053367693,0.39232627,0.5143661
19361,0.087386996,0.001981089,0.002400503,0.00011076422,0.004483527,0.3408201,0.40657035
19362,0.0016635244,0.021639911,0.005809292,0.43799368,0.03657906,0.01606063,0.21967311
19363,0.097822,0.0056467284,0.00052966474,0.00035133993,0.003648047,0.4479596,0.382593
19364,0.023117198,0.002229028,0.0006540555,0.0004904332,0.004738827,0.60019976,0.38941038
19365,0.030603798,0.0017583349,0.0029018882,0.0001257732,0.0134602375,0.07142007,0.73177797
19366,0.06837727,0.0060359566,0.024370763,0.020768385,0.0558062,0.29768315,0.28764385
19367,0.0066245585,0.0019590876,0.0054758093,0.72393996,0.011473999,0.008289956,0.11608457
19368,0.097531155,0.00047900152,0.0019275766,0.0029934193,0.028344696,0.14943194,0.564928
19369,0.15547784,0.004138867,0.0006140361,0.0005678656,0.0025934575,0.4282545,0.30864587
19370,0.2922797,0.012915378,0.01939343,0.0001528893,0.014940256,0.3926262,0.24083969
19371,0.05517758,0.0035200866,0.013014835,0.0011242947,0.02015755,0.5432149,0.36472914
19372,0.0004254869,0.0013548558,0.9529731,0.00015088661,0.00058502174,0.0019526669,0.04936522
19373,0.00078868476,0.6780963,0.0018414722,0.0004745131,0.0064703063,0.08267179,0.33122516
19374,0.0024481716,0.046928402,0.030529238,0.0002771129,0.0065835346,0.30301604,0.49399045
19375,0.11993792,0.0026486875,0.00065998937,0.00033359986,0.003335691,0.4651936,0.389932
19376,0.06994528,0.0014567691,0.08407283,0.053788938,0.013176563,0.23061608,0.33637413
19377,0.013154204,0.32937634,0.002290344,0.00016309354,0.0054749083,0.3151057,0.30386823
19378,0.015950453,0.0024364118,0.0017626061,0.00013062535,0.0031722984,0.45243022,0.4054972
19379,0.13686897,0.2179008,0.0011328415,0.00012359075,0.0135937305,0.09405517,0.2805177
19380,0.25356078,0.052215233,0.0022636068,0.0001612611,0.026579898,0.16023654,0.30557454
19381,0.0011109324,0.0010940655,0.9239029,0.00017487435,0.00093990494,0.0014161263,0.08847635
19382,0.029413048,0.0012634239,0.0009571124,0.0004391412,0.0036541373,0.6848388,0.2393895
19383,0.20966303,0.0041122115,0.0011086684,0.0006349561,0.0021051844,0.46073422,0.5875321
19384,0.10418733,0.009715714,0.0007632952,0.00020295252,0.0035024981,0.2603549,0.5843881
19385,0.042502977,0.001738271,0.040107105,0.32410535,0.01799356,0.029079905,0.29985413
19386,0.004856742,0.015054757,0.0011508875,0.0023510878,0.018168798,0.4852733,0.40404314
19387,0.00066148274,0.0013453279,0.9513548,0.00016542942,0.00047667854,0.0019526669,0.057523765
19388,0.22301953,0.025224041,0.011419808,0.00016733333,0.03803826,0.10333731,0.3984797
19389,0.67917633,0.0038688416,0.000591043,0.0001936235,0.04079607,0.080583,0.29722288
19390,0.22430967,0.012208288,0.017468171,0.00037299897,0.060302135,0.2991917,0.3774095
19391,0.019922381,0.019969178,0.1063043,0.004786362,0.033202462,0.20728606,0.49157515
19392,0.13989095,0.011412382,0.014927476,0.001226823,0.023852792,0.2914597,0.35274893
19393,0.0007172296,0.0016761586,0.9243904,0.00017069072,0.0006059755,0.0038611,0.10140726
19394,0.012991318,0.021704804,0.0024214343,0.00075439597,0.020488057,0.1957158,0.66373247
19395,0.010451999,0.8124993,0.0016250275,0.00055171666,0.012590164,0.108809404,0.24905367
19396,0.12257684,0.10320288,0.0007335945,0.0020799253,0.014618555,0.13340393,0.28938276
19397,0.11833204,0.014163042,0.004129479,0.0028589608,0.24253476,0.10978179,0.43960235
19398,0.034263626,0.04072254,0.076360755,0.00029783833,0.031159649,0.32441932,0.3092514
19399,0.20113653,0.0021703937,0.0034996963,0.000104360115,0.020373136,0.076482624,0.6755999
19400,0.038944326,0.0010164508,0.0012124497,0.00023853967,0.0041174386,0.71027064,0.36282834
19401,0.0030684453,0.017663566,0.11015348,0.0055364035,0.03730438,0.16014746,0.590824
19402,0.000739685,0.011975268,0.0015532714,0.011679092,0.012075763,0.45692432,0.3925927
19403,0.0577932,0.0015613746,0.0013440645,0.00013744111,0.045647692,0.15041256,0.71925455
19404,0.15070632,0.0017227344,0.12818702,0.009206186,0.083676875,0.13837174,0.4358539
19405,0.05461269,0.0049359356,0.07914276,0.00050295,0.012563837,0.36600283,0.3996536
19406,0.25775692,0.009351755,0.00039132003,0.0001888531,0.0031568184,0.14631845,0.48639527
19407,0.23302715,0.0017541142,0.0007703927,0.00019182506,0.0030753552,0.20344877,0.5306904
19408,0.00042833172,0.0014551835,0.9551046,0.00014729687,0.0006027889,0.0019526669,0.054899354
19409,0.06931934,0.010007776,0.025755588,0.0010275063,0.011153734,0.46274468,0.26144335
19410,0.010368846,0.0015276014,0.0016727685,0.9062995,0.010288695,0.00952928,0.12581047
19411,0.02189221,0.6946754,0.0022725111,0.00011849868,0.007339522,0.0550275,0.27744082
19412,0.0029593066,0.00084613945,0.9201672,0.00015732342,0.002409549,0.0017198741,0.06651129
19413,0.089267224,0.006974527,0.00054139923,0.0002335165,0.019026743,0.3854974,0.377091
19414,0.0013773193,0.0008703711,0.9555945,0.00020523084,0.0008482432,0.0017744926,0.07373974
19415,0.06493149,0.0024753346,0.045318134,0.011531612,0.04902565,0.48169872,0.31284943
19416,0.031160308,0.007883234,0.0034613176,0.15512113,0.01939104,0.040216688,0.40271097
19417,0.0030903914,0.027260955,0.002085618,0.00020719861,0.011776844,0.44654888,0.44592005
19418,0.08162536,0.020332145,0.00085640437,0.0005042547,0.065263145,0.358586,0.33666986
19419,0.0019722427,0.01365489,0.004853413,0.4735573,0.050077237,0.14513409,0.3041837
19420,0.0011803022,0.010323085,0.03881749,0.0059409253,0.02230042,0.19657803,0.63285017
19421,0.0041596675,0.008371289,0.009471553,0.6264866,0.055067867,0.11090813,0.21831527
19422,0.0012996645,0.003291518,0.08364573,0.019103622,0.032248173,0.15980716,0.62973285
19423,0.0020699548,0.029002603,0.024127934,0.00088060956,0.0167649,0.4111397,0.41669017
19424,0.00065600197,0.0015623672,0.9400368,0.0001748505,0.00058502174,0.0020447408,0.07650261
19425,0.353393,0.0032128678,0.0005009011,0.00037547832,0.021152457,0.27970493,0.3187035
19426,0.0009008384,0.08025474,0.11009375,0.005466853,0.014898215,0.33070675,0.33393028
19427,0.0009268651,0.00074696477,0.93240273,0.00014206156,0.0008407828,0.0020310462,0.10332715
19428,0.0010904813,0.019408368,0.16988064,0.0007130427,0.015130103,0.20895281,0.6077308
19429,0.0011366794,0.008194177,0.17399012,0.0037480867,0.0077318824,0.11269383,0.6013189
19430,0.4022601,0.0018756167,0.002662491,0.00019361945,0.054978475,0.47573227,0.3299579
19431,0.0015914261,0.0014151286,0.0006535386,0.0018949304,0.016765898,0.33446786,0.69364965
19432,0.034710627,0.44041628,0.0009138406,0.0011315353,0.0046349973,0.34647983,0.20479324
19433,0.26420587,0.0011516666,0.0005455938,0.0015385045,0.007994394,0.66080433,0.22479533
19434,0.06153222,0.0010240439,0.0046947724,0.4431935,0.0029329848,0.2885142,0.30978218
19435,0.22663525,0.003023139,0.0006853653,0.00024465233,0.0022987921,0.43045044,0.3917805
19436,0.0010666538,0.0011112579,0.9563966,0.00017298904,0.00093841145,0.0015921565,0.07827133
19437,0.16641697,0.0008089689,0.003002841,0.0003632637,0.20020781,0.35528588,0.43231905
19438,0.001122252,0.03305332,0.0014702751,0.00057819125,0.009863543,0.4426595,0.35687682
19439,0.0011142407,0.037899945,0.0052849697,0.0020046455,0.012456216,0.30326325,0.38758552
19440,0.19688968,0.022666732,0.015431752,0.00014680192,0.011134822,0.2815755,0.3084548
19441,0.10144988,0.031210294,0.012570032,0.0002653226,0.044414543,0.12754676,0.3780774
19442,0.042664014,0.0028222785,0.003494457,0.00014953411,0.018396437,0.4188984,0.4359916
19443,0.00051842624,0.003925295,0.8217764,0.0001629499,0.0006529223,0.0024609624,0.08060125
19444,0.07584613,0.0009940886,0.0005322826,0.009886705,0.03292826,0.45708457,0.36861396
19445,0.08097537,0.19626608,0.010911973,0.000294521,0.080740035,0.12856904,0.47582343
19446,0.0006572492,0.0012624611,0.9407272,0.00016217874,0.000563511,0.0019526669,0.06720864
19447,0.05958108,0.6292848,0.0005590133,0.0010059706,0.034300588,0.11841563,0.28944755
19448,0.14232144,0.009285175,0.0020099182,0.00042544308,0.029001484,0.2843275,0.38818473
19449,0.02917942,0.0041480754,0.00066903315,0.0009687837,0.013761081,0.5751072,0.32971925
19450,0.044367492,0.5194495,0.0006880419,0.00027403684,0.002849411,0.15523182,0.25265118
19451,0.007129002,0.009137965,0.018559486,0.00031129443,0.017025778,0.30180004,0.5315657
19452,0.030931719,0.0010689935,0.000959399,0.00073555496,0.0042020604,0.5964296,0.40504026
19453,0.08797582,0.0032224583,0.0010307138,0.00046478197,0.014930365,0.47161242,0.420484
19454,0.0642153,0.057101954,0.0591836,0.00015546,0.05077167,0.25652924,0.2743198
19455,0.060273964,0.0046031945,0.002849327,0.0008156018,0.06918161,0.33745638,0.30135915
19456,0.0014507849,0.023842674,0.03751618,0.000860325,0.011167495,0.3376732,0.47706464
19457,0.09486695,0.0020468857,0.0006797571,0.00029542288,0.012298788,0.57524663,0.31815776
19458,0.02136152,0.0346061,0.03441805,0.00051142456,0.016831037,0.45113295,0.44260287
19459,0.013993201,0.034761894,0.11505858,0.0035995338,0.033783045,0.133527,0.54584
19460,0.0066712815,0.7842334,0.0018535587,0.00036271624,0.0019076357,0.10766746,0.2522672
19461,0.0014970603,0.0008617353,0.93638134,0.00020523084,0.00078010466,0.00173218,0.086394414
19462,0.00093292666,0.008733203,0.03419722,0.0010891815,0.008094511,0.3853523,0.56697434
19463,0.0007521732,0.0017758827,0.9188873,0.00018904118,0.0006839898,0.0037959197,0.11194227
19464,0.00068246777,0.001268147,0.9477092,0.00016542942,0.0006106252,0.002996207,0.06277351
19465,0.038598046,0.0014160757,0.0014668425,0.000557673,0.005911873,0.70714915,0.24016519
19466,0.30336347,0.0006384097,0.0033846435,0.00021320565,0.020382507,0.16115676,0.47533718
19467,0.000561482,0.0012074123,0.83650035,0.00016811329,0.0011117359,0.0015921565,0.099181265
19468,0.027858844,0.002165892,0.00057199324,0.0028911065,0.11456726,0.21762048,0.5883645
19469,0.07140271,0.023929816,0.0009134436,0.0026337437,0.049127024,0.42347106,0.42301065
19470,0.04098512,0.0016190661,0.7621395,0.00033564103,0.010919715,0.0047150184,0.13422929
19471,0.00085559726,0.012231,0.0014758067,0.00073995115,0.011892161,0.5269882,0.4498607
19472,0.0028344872,0.015583173,0.028162036,0.0026052748,0.033602387,0.50092393,0.45287055
19473,0.024337715,0.008790099,0.15060787,0.0003601582,0.08790715,0.13580692,0.46414647
19474,0.052421477,0.0044546286,0.042773623,0.00089811394,0.020978848,0.51583135,0.28159872
19475,0.030106885,0.0011666641,0.7465045,0.00024299898,0.0039120484,0.006729322,0.09453571
19476,0.0005139903,0.0011146086,0.9109507,0.00017298904,0.0009046558,0.0017683693,0.100827746
19477,0.5424352,0.0020209558,0.0014784322,9.1544964e-05,0.03426121,0.0683991,0.34498334
19478,0.108764134,0.032158375,0.011576206,0.0004706763,0.117832474,0.3185765,0.33047235
19479,0.07617253,0.5572402,0.00058307673,0.0006352836,0.0053589507,0.12829688,0.26285258
19480,0.0767769,0.017636424,0.0009945243,0.00041885738,0.007887685,0.5024905,0.27473134
19481,0.015637306,0.050223514,0.0016638981,0.013251734,0.027776398,0.12906905,0.27823403
19482,0.0009309142,0.13721351,0.29910058,0.00032588013,0.0066529857,0.15531798,0.47713307
19483,0.17639782,0.328586,0.0014755003,0.00017638216,0.044583965,0.1363228,0.22100781
19484,0.0005477162,0.0007528537,0.8716829,0.0002810578,0.0006408744,0.0018774415,0.11492292
19485,0.14909814,0.008637614,0.019692913,0.00030717324,0.086284146,0.3312914,0.2936883
19486,0.33598238,0.044843726,0.005882019,0.00015551544,0.094343066,0.08728463,0.2172606
19487,0.014117191,0.0011960936,0.0023410677,0.91164684,0.008810259,0.01662083,0.13557461
19488,0.2190119,0.0013984093,0.0014788038,0.0015973481,0.01900767,0.2587591,0.3693238
19489,0.0005540058,0.000788884,0.86853725,0.00019339989,0.0007426444,0.0015187243,0.073260866
19490,0.003164306,0.14617948,0.0012389619,0.0024255407,0.014122712,0.41709712,0.3902109
19491,0.02910656,0.0012242969,0.900522,0.00019904776,0.0014661624,0.0033865164,0.061611675
19492,0.000657638,0.0009925338,0.95144576,0.00017585017,0.0007999544,0.0013206399,0.07446106
19493,0.06188343,0.0019382816,0.00077606,0.0014131307,0.018267784,0.56733537,0.34921202
19494,0.0014551654,0.0018148654,0.0008390485,0.00028336202,0.011725732,0.50318485,0.5110182
19495,0.0056939838,0.00082539633,0.00095895166,0.0013652873,0.0118029,0.5330753,0.54479
19496,0.06091881,0.0280626,0.017577467,0.00018527503,0.009921972,0.5193908,0.2993591
19497,0.005081674,0.0042386097,0.055807676,0.00046967668,0.017836856,0.2660067,0.52119756
19498,0.077877544,0.62052506,0.0009872227,0.00022355744,0.014008677,0.2421308,0.24452248
19499,0.053003944,0.003891328,0.042337947,0.02178005,0.039982185,0.2713131,0.42662406
19500,0.36675894,0.0018091291,0.0007202077,0.00043000354,0.0338093,0.27394837,0.32792825
19501,0.0008122238,0.0013084374,0.9270057,0.00015930636,0.00057218136,0.0031949424,0.06759037
19502,0.18124785,0.0023599537,0.0008663916,0.00013789374,0.015150993,0.25015986,0.4616114
19503,0.003018724,0.022525594,0.05273366,0.0033168143,0.02019136,0.20630859,0.59378594
19504,0.124189965,0.012592868,0.002451879,0.0025986505,0.0683953,0.141975,0.47333983
19505,0.0007705619,0.001439352,0.9417315,0.0001535889,0.0005562927,0.0022757105,0.058290116
19506,0.025476452,0.007906346,0.17782766,0.002070945,0.013094765,0.20350951,0.38963234
19507,0.13223477,0.008673374,0.011318133,0.0013910917,0.5609898,0.09367085,0.40332702
19508,0.005750358,0.0017376686,0.0007491572,0.0004412277,0.004801748,0.43558857,0.6289129
19509,0.13508013,0.0025851154,0.00072103285,0.00071210385,0.011014084,0.46234295,0.41474462
19510,0.0052776774,0.0028117585,0.09237696,0.007159524,0.016136277,0.2049262,0.55269617
19511,0.105694465,0.282604,0.0059135943,0.00015740444,0.0078622615,0.22073098,0.23008986
